==6243== Memcheck, a memory error detector
==6243== Copyright (C) 2002-2017, and GNU GPL'd, by Julian Seward et al.
==6243== Using Valgrind-3.13.0 and LibVEX; rerun with -h for copyright info
==6243== Command: ./bank input-1.txt
Account #9980216556183046 balance: 2261730.694380
Account #8255171551994747 balance: 3289035.581850
Account #1093278990669429 balance: 1160358.011080
Account #1093278990669429 balance: 1160358.011080
Account #4659001911688512 balance: 734230.394740
Account #6847226299857821 balance: 529712.356080
Account #8255171551994747 balance: 3289811.951850
Account #0793710490620664 balance: 4566631.552280
Account #9980216556183046 balance: 2260756.874380
Account #0793710490620664 balance: 4565516.792280
Account #2076962079974167 balance: 4161085.373600
Account #8255171551994747 balance: 3288941.691850
Account #8028716243309826 balance: 1591479.476300
Account #6847226299857821 balance: 531274.236080
Account #8028716243309826 balance: 1591479.476300
Account #0793710490620664 balance: 4565727.282280
Account #3491588839892013 balance: 3872533.228100
Account #9980216556183046 balance: 2257985.114380
Account #9980216556183046 balance: 2258276.014380
Account #2076962079974167 balance: 4161296.393600
Account #6847226299857821 balance: 529329.446080
Account #8028716243309826 balance: 1594138.666300
Account #3491588839892013 balance: 3872312.088100
Account #8255171551994747 balance: 3289687.481850
Account #1093278990669429 balance: 1165284.741080
Account #4659001911688512 balance: 735382.984740
Account #3491588839892013 balance: 3871356.448100
Account #4659001911688512 balance: 736447.974740
Account #2076962079974167 balance: 4164303.623600
Account #8028716243309826 balance: 1594402.116300
Account #7966380955913694 balance: 2918502.657940
Account #4659001911688512 balance: 739283.884740
Account #6847226299857821 balance: 527309.926080
Account #4659001911688512 balance: 739283.884740
Account #7966380955913694 balance: 2916562.227940
Account #6847226299857821 balance: 527572.946080
Account #2076962079974167 balance: 4170075.473600
Account #4659001911688512 balance: 737098.464740
Account #6847226299857821 balance: 528217.476080
Account #9980216556183046 balance: 2239615.524380
Account #2076962079974167 balance: 4172938.623600
Account #7966380955913694 balance: 2917578.557940
Account #9980216556183046 balance: 2241481.714380
Account #6847226299857821 balance: 530317.956080
Account #3491588839892013 balance: 3867570.908100
Account #9980216556183046 balance: 2239007.634380
Account #9980216556183046 balance: 2239205.994380
Account #1093278990669429 balance: 1160752.911080
Account #0793710490620664 balance: 4564228.272280
Account #6847226299857821 balance: 536614.076080
Account #1093278990669429 balance: 1160752.911080
Account #0793710490620664 balance: 4564228.272280
Account #3491588839892013 balance: 3864938.278100
Account #1093278990669429 balance: 1160752.911080
Account #1093278990669429 balance: 1159960.821080
Account #9980216556183046 balance: 2233956.504380
Account #8028716243309826 balance: 1594184.626300
Account #9980216556183046 balance: 2234290.324380
Account #8255171551994747 balance: 3290456.491850
Account #2076962079974167 balance: 4171780.713600
Account #4659001911688512 balance: 733085.364740
Account #0793710490620664 balance: 4566664.372280
Account #3491588839892013 balance: 3860819.078100
Account #4659001911688512 balance: 729878.164740
Account #2076962079974167 balance: 4175507.083600
Account #9980216556183046 balance: 2237797.164380
Account #6847226299857821 balance: 542738.476080
Account #4659001911688512 balance: 732100.584740
Account #9980216556183046 balance: 2237239.134380
Account #8255171551994747 balance: 3299646.191850
Account #7966380955913694 balance: 2905234.587940
Account #9980216556183046 balance: 2236981.884380
Account #6847226299857821 balance: 546843.676080
Account #9980216556183046 balance: 2237375.954380
Account #0793710490620664 balance: 4563858.112280
Account #8028716243309826 balance: 1598088.976300
Account #3491588839892013 balance: 3865298.238100
Account #3491588839892013 balance: 3869136.628100
Account #0793710490620664 balance: 4564371.412280
Account #7966380955913694 balance: 2904618.737940
Account #9980216556183046 balance: 2235665.044380
Account #8028716243309826 balance: 1600690.246300
Account #9980216556183046 balance: 2234356.974380
Account #6847226299857821 balance: 561009.446080
Account #7966380955913694 balance: 2902410.947940
Account #9980216556183046 balance: 2232526.884380
Account #0793710490620664 balance: 4564168.192280
Account #4659001911688512 balance: 735670.284740
Account #3491588839892013 balance: 3877178.248100
Account #9980216556183046 balance: 2230609.614380
Account #2076962079974167 balance: 4153738.373600
Account #4659001911688512 balance: 739236.494740
Account #6847226299857821 balance: 564330.276080
Account #7966380955913694 balance: 2902647.807940
Account #6847226299857821 balance: 561537.096080
Account #1093278990669429 balance: 1168800.931080
Account #8255171551994747 balance: 3297740.031850
Account #1093278990669429 balance: 1168800.931080
Account #3491588839892013 balance: 3884366.738100
Account #8255171551994747 balance: 3298387.771850
Account #8255171551994747 balance: 3298387.771850
Account #0793710490620664 balance: 4565136.572280
Account #3491588839892013 balance: 3886047.898100
Account #6847226299857821 balance: 559911.776080
Account #4659001911688512 balance: 737306.954740
Account #1093278990669429 balance: 1168147.091080
Account #6847226299857821 balance: 559481.696080
Account #0793710490620664 balance: 4562376.952280
Account #8028716243309826 balance: 1598500.586300
Account #8028716243309826 balance: 1598500.586300
Account #0793710490620664 balance: 4568262.222280
Account #6847226299857821 balance: 559282.776080
Account #2076962079974167 balance: 4147308.273600
Account #2076962079974167 balance: 4147308.273600
Account #6847226299857821 balance: 550363.156080
Account #3491588839892013 balance: 3880302.958100
Account #9980216556183046 balance: 2239280.254380
Account #9980216556183046 balance: 2240005.094380
Account #2076962079974167 balance: 4148267.773600
Account #9980216556183046 balance: 2238787.994380
Account #0793710490620664 balance: 4557876.062280
Account #7966380955913694 balance: 2895783.667940
Account #8255171551994747 balance: 3308482.581850
Account #8028716243309826 balance: 1600751.316300
Account #8255171551994747 balance: 3306853.411850
Account #4659001911688512 balance: 746919.424740
Account #0793710490620664 balance: 4560086.882280
Account #4659001911688512 balance: 748067.394740
Account #2076962079974167 balance: 4153660.673600
Account #0793710490620664 balance: 4561436.182280
Account #6847226299857821 balance: 561746.766080
Account #9980216556183046 balance: 2235142.954380
Account #8028716243309826 balance: 1602220.536300
Account #0793710490620664 balance: 4561436.182280
Account #8028716243309826 balance: 1601719.576300
Account #2076962079974167 balance: 4153913.843600
Account #3491588839892013 balance: 3877134.968100
Account #8255171551994747 balance: 3298866.231850
Account #7966380955913694 balance: 2894967.147940
Account #6847226299857821 balance: 563326.546080
Account #4659001911688512 balance: 747592.434740
Account #4659001911688512 balance: 748698.364740
Account #2076962079974167 balance: 4147957.473600
Account #6847226299857821 balance: 561113.946080
Account #9980216556183046 balance: 2240274.504380
Account #4659001911688512 balance: 749915.314740
Account #3491588839892013 balance: 3878090.878100
Account #8255171551994747 balance: 3306735.541850
Account #6847226299857821 balance: 557827.176080
Account #4659001911688512 balance: 749288.064740
Account #6847226299857821 balance: 557827.176080
Account #4659001911688512 balance: 744851.154740
Account #9980216556183046 balance: 2245513.924380
Account #1093278990669429 balance: 1177970.361080
Account #8255171551994747 balance: 3302116.821850
Account #6847226299857821 balance: 557904.996080
Account #6847226299857821 balance: 559618.856080
Account #8255171551994747 balance: 3306389.501850
Account #3491588839892013 balance: 3875959.038100
Account #2076962079974167 balance: 4151845.493600
Account #1093278990669429 balance: 1175885.751080
Account #6847226299857821 balance: 559080.096080
Account #4659001911688512 balance: 747855.274740
Account #9980216556183046 balance: 2243341.494380
Account #0793710490620664 balance: 4569271.422280
Account #4659001911688512 balance: 747855.274740
Account #0793710490620664 balance: 4571625.102280
Account #9980216556183046 balance: 2244153.174380
Account #8028716243309826 balance: 1601207.256300
Account #8028716243309826 balance: 1601207.256300
Account #4659001911688512 balance: 749451.444740
Account #8028716243309826 balance: 1602526.396300
Account #2076962079974167 balance: 4151372.533600
Account #1093278990669429 balance: 1182720.121080
Account #6847226299857821 balance: 561429.966080
Account #0793710490620664 balance: 4568601.982280
Account #7966380955913694 balance: 2886733.237940
Account #8255171551994747 balance: 3308812.451850
Account #2076962079974167 balance: 4150105.853600
Account #8028716243309826 balance: 1601849.226300
Account #4659001911688512 balance: 754544.454740
Account #9980216556183046 balance: 2244070.744380
Account #8255171551994747 balance: 3312849.481850
Account #3491588839892013 balance: 3871727.888100
Account #7966380955913694 balance: 2883031.677940
Account #4659001911688512 balance: 756067.074740
Account #8255171551994747 balance: 3310444.471850
Account #1093278990669429 balance: 1183905.161080
Account #4659001911688512 balance: 756529.814740
Account #3491588839892013 balance: 3869904.628100
Account #1093278990669429 balance: 1184540.791080
Account #2076962079974167 balance: 4153095.253600
Account #0793710490620664 balance: 4546587.962280
Account #8028716243309826 balance: 1602281.126300
Account #4659001911688512 balance: 760486.344740
Account #3491588839892013 balance: 3871308.068100
Account #8255171551994747 balance: 3309139.941850
Account #8028716243309826 balance: 1601657.136300
Account #0793710490620664 balance: 4547563.242280
Account #6847226299857821 balance: 557822.046080
Account #0793710490620664 balance: 4547304.162280
Account #3491588839892013 balance: 3872941.808100
Account #0793710490620664 balance: 4547304.412280
Account #4659001911688512 balance: 767532.334740
Account #8028716243309826 balance: 1599229.806300
Account #7966380955913694 balance: 2880706.387940
Account #8255171551994747 balance: 3312767.151850
Account #4659001911688512 balance: 766601.954740
Account #6847226299857821 balance: 559746.746080
Account #8255171551994747 balance: 3312441.911850
Account #9980216556183046 balance: 2257792.884380
Account #8028716243309826 balance: 1599198.436300
Account #8255171551994747 balance: 3302503.551850
Account #4659001911688512 balance: 772201.124740
Account #2076962079974167 balance: 4153178.453600
Account #3491588839892013 balance: 3875947.778100
Account #9980216556183046 balance: 2263923.384380
Account #6847226299857821 balance: 556658.176080
Account #1093278990669429 balance: 1180997.031080
Account #0793710490620664 balance: 4546281.012280
Account #6847226299857821 balance: 560677.126080
Account #9980216556183046 balance: 2273586.254380
Account #3491588839892013 balance: 3872830.768100
Account #1093278990669429 balance: 1182597.821080
Account #3491588839892013 balance: 3872486.758100
Account #7966380955913694 balance: 2870228.187940
Account #2076962079974167 balance: 4146905.463600
Account #1093278990669429 balance: 1181212.931080
Account #9980216556183046 balance: 2271125.164380
Account #7966380955913694 balance: 2867346.687940
Account #3491588839892013 balance: 3864691.438100
Account #0793710490620664 balance: 4549391.642280
Account #8255171551994747 balance: 3298794.011850
Account #6847226299857821 balance: 564479.326080
Account #8255171551994747 balance: 3300393.621850
Account #7966380955913694 balance: 2867510.417940
Account #3491588839892013 balance: 3864792.498100
Account #8028716243309826 balance: 1604280.636300
Account #6847226299857821 balance: 563502.066080
Account #3491588839892013 balance: 3859275.248100
Account #8255171551994747 balance: 3305601.601850
Account #7966380955913694 balance: 2865103.757940
Account #7966380955913694 balance: 2865103.757940
Account #4659001911688512 balance: 784838.614740
Account #0793710490620664 balance: 4547887.172280
Account #1093278990669429 balance: 1189752.691080
Account #1093278990669429 balance: 1191745.261080
Account #4659001911688512 balance: 788982.684740
Account #8255171551994747 balance: 3304009.351850
Account #0793710490620664 balance: 4550000.412280
Account #1093278990669429 balance: 1192101.151080
Account #2076962079974167 balance: 4151164.663600
Account #0793710490620664 balance: 4547311.952280
Account #8255171551994747 balance: 3303516.421850
Account #2076962079974167 balance: 4147750.483600
Account #4659001911688512 balance: 794908.034740
Account #7966380955913694 balance: 2864541.697940
Account #3491588839892013 balance: 3859770.038100
Account #1093278990669429 balance: 1198035.971080
Account #9980216556183046 balance: 2269122.574380
Account #9980216556183046 balance: 2269335.354380
Account #1093278990669429 balance: 1198106.591080
Account #0793710490620664 balance: 4539413.402280
Account #6847226299857821 balance: 560134.416080
Account #6847226299857821 balance: 561143.226080
Account #8255171551994747 balance: 3297558.441850
Account #8255171551994747 balance: 3295950.961850
Account #7966380955913694 balance: 2865325.507940
Account #3491588839892013 balance: 3849854.908100
Account #6847226299857821 balance: 564684.166080
Account #4659001911688512 balance: 796822.164740
Account #9980216556183046 balance: 2281906.144380
Account #1093278990669429 balance: 1192419.991080
Account #6847226299857821 balance: 561193.696080
Account #9980216556183046 balance: 2281906.144380
Account #3491588839892013 balance: 3857557.568100
Account #9980216556183046 balance: 2282842.904380
Account #1093278990669429 balance: 1194532.141080
Account #8255171551994747 balance: 3298041.031850
Account #0793710490620664 balance: 4541691.362280
Account #7966380955913694 balance: 2865400.167940
Account #9980216556183046 balance: 2278473.054380
Account #0793710490620664 balance: 4539485.812280
Account #8255171551994747 balance: 3295437.141850
Account #1093278990669429 balance: 1192512.211080
Account #0793710490620664 balance: 4540335.422280
Account #2076962079974167 balance: 4137888.763600
Account #0793710490620664 balance: 4542491.932280
Account #2076962079974167 balance: 4137608.983600
Account #8028716243309826 balance: 1609674.436300
Account #0793710490620664 balance: 4541540.382280
Account #8255171551994747 balance: 3294853.301850
Account #8028716243309826 balance: 1610201.626300
Account #3491588839892013 balance: 3868515.868100
Account #7966380955913694 balance: 2860671.867940
Account #8028716243309826 balance: 1610201.626300
Account #8028716243309826 balance: 1610201.626300
Account #0793710490620664 balance: 4537542.142280
Account #8255171551994747 balance: 3294449.081850
Account #8028716243309826 balance: 1610102.736300
Account #1093278990669429 balance: 1197221.001080
Account #2076962079974167 balance: 4134714.593600
Account #4659001911688512 balance: 804487.144740
Account #4659001911688512 balance: 802570.834740
Account #8028716243309826 balance: 1612121.866300
Account #7966380955913694 balance: 2866621.127940
Account #8255171551994747 balance: 3297619.351850
Account #9980216556183046 balance: 2279750.434380
Account #7966380955913694 balance: 2863188.097940
Account #8255171551994747 balance: 3297320.791850
Account #7966380955913694 balance: 2865228.227940
Account #9980216556183046 balance: 2284836.814380
Account #2076962079974167 balance: 4131267.103600
Account #9980216556183046 balance: 2281209.194380
Account #7966380955913694 balance: 2867464.937940
Account #1093278990669429 balance: 1193919.251080
Account #2076962079974167 balance: 4136333.883600
Account #8028716243309826 balance: 1607963.596300
Account #1093278990669429 balance: 1195043.881080
Account #0793710490620664 balance: 4531767.262280
Account #8028716243309826 balance: 1607963.596300
Account #1093278990669429 balance: 1194486.861080
Account #1093278990669429 balance: 1194486.861080
Account #3491588839892013 balance: 3853552.118100
Account #7966380955913694 balance: 2860425.417940
Account #4659001911688512 balance: 820757.444740
Account #3491588839892013 balance: 3854567.028100
Account #7966380955913694 balance: 2857608.487940
Account #7966380955913694 balance: 2857608.487940
Account #0793710490620664 balance: 4524619.462280
Account #6847226299857821 balance: 567151.566080
Account #3491588839892013 balance: 3853899.678100
Account #7966380955913694 balance: 2858523.577940
Account #4659001911688512 balance: 818462.814740
Account #9980216556183046 balance: 2275502.514380
Account #1093278990669429 balance: 1201337.991080
Account #0793710490620664 balance: 4528216.962280
Account #3491588839892013 balance: 3853309.238100
Account #1093278990669429 balance: 1204672.081080
Account #2076962079974167 balance: 4139573.093600
Account #6847226299857821 balance: 562048.276080
Account #1093278990669429 balance: 1204510.241080
Account #1093278990669429 balance: 1205187.401080
Account #9980216556183046 balance: 2276705.624380
Account #8028716243309826 balance: 1611688.536300
Account #7966380955913694 balance: 2848175.847940
Account #7966380955913694 balance: 2848567.517940
Account #9980216556183046 balance: 2281342.994380
Account #6847226299857821 balance: 562313.306080
Account #7966380955913694 balance: 2847074.347940
Account #3491588839892013 balance: 3855572.858100
Account #1093278990669429 balance: 1198488.241080
Account #7966380955913694 balance: 2848286.277940
Account #7966380955913694 balance: 2847249.407940
Account #4659001911688512 balance: 828487.434740
Account #3491588839892013 balance: 3858346.818100
Account #0793710490620664 balance: 4525025.682280
Account #8028716243309826 balance: 1619694.836300
Account #2076962079974167 balance: 4139348.603600
Account #6847226299857821 balance: 558313.256080
Account #9980216556183046 balance: 2273133.704380
Account #9980216556183046 balance: 2273133.704380
Account #6847226299857821 balance: 556790.556080
Account #7966380955913694 balance: 2841885.617940
Account #7966380955913694 balance: 2841885.617940
Account #0793710490620664 balance: 4536509.532280
Account #6847226299857821 balance: 554302.576080
Account #8028716243309826 balance: 1621040.956300
Account #6847226299857821 balance: 554532.286080
Account #3491588839892013 balance: 3863630.508100
Account #3491588839892013 balance: 3860794.398100
Account #9980216556183046 balance: 2276637.244380
Account #8255171551994747 balance: 3299879.411850
Account #3491588839892013 balance: 3860952.398100
Account #9980216556183046 balance: 2272483.324380
Account #0793710490620664 balance: 4547010.722280
Account #8028716243309826 balance: 1621040.956300
Account #2076962079974167 balance: 4128430.693600
Account #8028716243309826 balance: 1621040.956300
Account #3491588839892013 balance: 3861062.328100
Account #4659001911688512 balance: 836251.954740
Account #4659001911688512 balance: 837060.544740
Account #0793710490620664 balance: 4544739.252280
Account #9980216556183046 balance: 2274213.824380
Account #6847226299857821 balance: 564723.696080
Account #8028716243309826 balance: 1622657.046300
Account #8255171551994747 balance: 3298939.601850
Account #4659001911688512 balance: 835991.414740
Account #1093278990669429 balance: 1184008.531080
Account #4659001911688512 balance: 836429.564740
Account #6847226299857821 balance: 566391.016080
Account #4659001911688512 balance: 836657.954740
Account #2076962079974167 balance: 4136540.643600
Account #0793710490620664 balance: 4544290.482280
Account #8028716243309826 balance: 1622797.756300
Account #3491588839892013 balance: 3860948.958100
Account #4659001911688512 balance: 838584.644740
Account #9980216556183046 balance: 2272941.884380
Account #0793710490620664 balance: 4550269.152280
Account #4659001911688512 balance: 838724.394740
Account #3491588839892013 balance: 3858786.098100
Account #2076962079974167 balance: 4129584.133600
Account #8028716243309826 balance: 1622797.756300
Account #8255171551994747 balance: 3297590.271850
Account #8255171551994747 balance: 3297507.491850
Account #7966380955913694 balance: 2831247.637940
Account #8028716243309826 balance: 1623736.206300
Account #2076962079974167 balance: 4128259.543600
Account #8255171551994747 balance: 3295287.121850
Account #3491588839892013 balance: 3861401.768100
Account #0793710490620664 balance: 4549242.862280
Account #8255171551994747 balance: 3293053.661850
Account #8255171551994747 balance: 3296115.331850
Account #6847226299857821 balance: 561516.016080
Account #1093278990669429 balance: 1176827.731080
Account #4659001911688512 balance: 839275.394740
Account #7966380955913694 balance: 2828847.077940
Account #0793710490620664 balance: 4548178.562280
Account #8255171551994747 balance: 3298757.671850
Account #0793710490620664 balance: 4547195.482280
Account #2076962079974167 balance: 4127165.163600
Account #8028716243309826 balance: 1631636.166300
Account #8028716243309826 balance: 1631636.166300
Account #9980216556183046 balance: 2274610.764380
Account #1093278990669429 balance: 1178294.551080
Account #1093278990669429 balance: 1178294.551080
Account #2076962079974167 balance: 4125314.903600
Account #3491588839892013 balance: 3861154.158100
Account #0793710490620664 balance: 4541404.752280
Account #1093278990669429 balance: 1178220.741080
Account #8255171551994747 balance: 3299451.021850
Account #8255171551994747 balance: 3299451.021850
Account #4659001911688512 balance: 826991.734740
Account #6847226299857821 balance: 565304.806080
Account #3491588839892013 balance: 3861095.388100
Account #6847226299857821 balance: 564715.366080
Account #8255171551994747 balance: 3296458.021850
Account #2076962079974167 balance: 4125658.403600
Account #2076962079974167 balance: 4125658.403600
Account #3491588839892013 balance: 3862764.718100
Account #3491588839892013 balance: 3863530.018100
Account #8028716243309826 balance: 1628467.816300
Account #7966380955913694 balance: 2828375.957940
Account #0793710490620664 balance: 4541305.352280
Account #8255171551994747 balance: 3296631.741850
Account #3491588839892013 balance: 3860186.978100
Account #0793710490620664 balance: 4540580.222280
Account #9980216556183046 balance: 2278419.814380
Account #0793710490620664 balance: 4540580.222280
Account #6847226299857821 balance: 569504.846080
Account #3491588839892013 balance: 3862154.798100
Account #8028716243309826 balance: 1627578.096300
Account #7966380955913694 balance: 2832311.177940
Account #8028716243309826 balance: 1626155.356300
Account #7966380955913694 balance: 2833382.737940
Account #6847226299857821 balance: 574245.766080
Account #6847226299857821 balance: 574245.766080
Account #2076962079974167 balance: 4122496.633600
Account #8255171551994747 balance: 3297091.541850
Account #3491588839892013 balance: 3843967.138100
Account #4659001911688512 balance: 820042.004740
Account #2076962079974167 balance: 4121832.933600
Account #8028716243309826 balance: 1628740.836300
Account #8028716243309826 balance: 1628740.836300
Account #6847226299857821 balance: 576388.306080
Account #8028716243309826 balance: 1628740.836300
Account #0793710490620664 balance: 4537067.592280
Account #9980216556183046 balance: 2282134.774380
Account #3491588839892013 balance: 3846347.728100
Account #8028716243309826 balance: 1628740.836300
Account #4659001911688512 balance: 820103.384740
Account #9980216556183046 balance: 2280141.264380
Account #8255171551994747 balance: 3287776.071850
Account #7966380955913694 balance: 2830412.767940
Account #3491588839892013 balance: 3847066.558100
Account #1093278990669429 balance: 1182368.101080
Account #8255171551994747 balance: 3286597.771850
Account #2076962079974167 balance: 4119478.523600
Account #8028716243309826 balance: 1629393.746300
Account #2076962079974167 balance: 4118350.613600
Account #1093278990669429 balance: 1184275.361080
Account #8028716243309826 balance: 1629393.746300
Account #4659001911688512 balance: 823204.974740
Account #3491588839892013 balance: 3845551.058100
Account #8255171551994747 balance: 3283566.611850
Account #0793710490620664 balance: 4546477.242280
Account #6847226299857821 balance: 585008.606080
Account #1093278990669429 balance: 1188954.721080
Account #6847226299857821 balance: 586835.376080
Account #2076962079974167 balance: 4118016.553600
Account #7966380955913694 balance: 2823416.457940
Account #3491588839892013 balance: 3833789.768100
Account #0793710490620664 balance: 4548354.352280
Account #4659001911688512 balance: 825545.664740
Account #7966380955913694 balance: 2820204.787940
Account #6847226299857821 balance: 593337.416080
Account #9980216556183046 balance: 2271355.894380
Account #4659001911688512 balance: 826557.964740
Account #0793710490620664 balance: 4545615.912280
Account #3491588839892013 balance: 3833719.728100
Account #7966380955913694 balance: 2822329.317940
Account #8255171551994747 balance: 3283405.911850
Account #3491588839892013 balance: 3833475.628100
Account #1093278990669429 balance: 1188015.841080
Account #8255171551994747 balance: 3281681.991850
Account #9980216556183046 balance: 2266920.684380
Account #9980216556183046 balance: 2268503.494380
Account #1093278990669429 balance: 1189095.321080
Account #4659001911688512 balance: 827331.264740
Account #9980216556183046 balance: 2268503.494380
Account #6847226299857821 balance: 596847.966080
Account #3491588839892013 balance: 3829569.218100
Account #2076962079974167 balance: 4117274.653600
Account #0793710490620664 balance: 4550252.652280
Account #1093278990669429 balance: 1194656.561080
Account #4659001911688512 balance: 823922.704740
Account #8255171551994747 balance: 3278589.771850
Account #2076962079974167 balance: 4111829.193600
Account #8255171551994747 balance: 3278589.771850
Account #2076962079974167 balance: 4110702.473600
Account #6847226299857821 balance: 592715.526080
Account #6847226299857821 balance: 592715.526080
Account #1093278990669429 balance: 1198031.171080
Account #8028716243309826 balance: 1627555.196300
Account #2076962079974167 balance: 4109629.813600
Account #9980216556183046 balance: 2269931.614380
Account #4659001911688512 balance: 824255.374740
Account #3491588839892013 balance: 3835686.868100
Account #0793710490620664 balance: 4550419.672280
Account #8028716243309826 balance: 1628711.786300
Account #4659001911688512 balance: 824143.784740
Account #3491588839892013 balance: 3835952.958100
Account #3491588839892013 balance: 3842248.238100
Account #2076962079974167 balance: 4095961.013600
Account #1093278990669429 balance: 1197209.721080
Account #0793710490620664 balance: 4542236.672280
Account #6847226299857821 balance: 606049.256080
Account #7966380955913694 balance: 2829291.507940
Account #2076962079974167 balance: 4095585.653600
Account #9980216556183046 balance: 2283804.384380
Account #9980216556183046 balance: 2284412.664380
Account #4659001911688512 balance: 823320.474740
Account #4659001911688512 balance: 825554.984740
Account #9980216556183046 balance: 2286147.214380
Account #3491588839892013 balance: 3843566.398100
Account #2076962079974167 balance: 4094618.663600
Account #6847226299857821 balance: 600269.766080
Account #7966380955913694 balance: 2825671.367940
Account #7966380955913694 balance: 2826360.937940
Account #6847226299857821 balance: 600606.476080
Account #4659001911688512 balance: 826673.774740
Account #8028716243309826 balance: 1627612.846300
Account #0793710490620664 balance: 4532470.312280
Account #3491588839892013 balance: 3840229.588100
Account #1093278990669429 balance: 1203495.951080
Account #0793710490620664 balance: 4530898.842280
Account #1093278990669429 balance: 1204737.081080
Account #8028716243309826 balance: 1628446.396300
Account #3491588839892013 balance: 3837854.758100
Account #4659001911688512 balance: 826888.764740
Account #0793710490620664 balance: 4528651.992280
Account #7966380955913694 balance: 2822629.947940
Account #2076962079974167 balance: 4092937.233600
Account #0793710490620664 balance: 4529219.112280
Account #0793710490620664 balance: 4528440.462280
Account #1093278990669429 balance: 1202741.301080
Account #3491588839892013 balance: 3839892.368100
Account #6847226299857821 balance: 606216.716080
Account #8255171551994747 balance: 3282663.001850
Account #8255171551994747 balance: 3282663.001850
Account #1093278990669429 balance: 1208845.191080
Account #0793710490620664 balance: 4539329.982280
Account #4659001911688512 balance: 826543.614740
Account #6847226299857821 balance: 605026.386080
Account #9980216556183046 balance: 2282581.474380
Account #3491588839892013 balance: 3838845.768100
Account #6847226299857821 balance: 603669.786080
Account #6847226299857821 balance: 603669.786080
Account #6847226299857821 balance: 606645.326080
Account #2076962079974167 balance: 4082878.053600
Account #4659001911688512 balance: 826017.514740
Account #9980216556183046 balance: 2284537.424380
Account #9980216556183046 balance: 2282552.274380
Account #9980216556183046 balance: 2283844.804380
Account #7966380955913694 balance: 2820719.697940
Account #7966380955913694 balance: 2821471.757940
Account #1093278990669429 balance: 1208165.931080
Account #0793710490620664 balance: 4532242.392280
Account #2076962079974167 balance: 4073230.583600
Account #3491588839892013 balance: 3836950.988100
Account #7966380955913694 balance: 2816559.167940
Account #0793710490620664 balance: 4529673.162280
Account #3491588839892013 balance: 3835965.568100
Account #6847226299857821 balance: 616682.636080
Account #8255171551994747 balance: 3282648.101850
Account #7966380955913694 balance: 2812274.187940
Account #8028716243309826 balance: 1630228.236300
Account #9980216556183046 balance: 2279282.264380
Account #2076962079974167 balance: 4078614.053600
Account #1093278990669429 balance: 1213000.701080
Account #1093278990669429 balance: 1212448.201080
Account #7966380955913694 balance: 2807422.397940
Account #9980216556183046 balance: 2280052.514380
Account #8028716243309826 balance: 1629059.916300
Account #7966380955913694 balance: 2808877.927940
Account #7966380955913694 balance: 2810134.727940
Account #9980216556183046 balance: 2279562.894380
Account #8255171551994747 balance: 3269251.961850
Account #7966380955913694 balance: 2812797.927940
Account #7966380955913694 balance: 2812169.167940
Account #8028716243309826 balance: 1632588.806300
Account #8255171551994747 balance: 3268918.931850
Account #8255171551994747 balance: 3266495.361850
Account #1093278990669429 balance: 1207872.371080
Account #1093278990669429 balance: 1207872.371080
Account #1093278990669429 balance: 1210863.881080
Account #2076962079974167 balance: 4075910.223600
Account #9980216556183046 balance: 2285516.744380
Account #6847226299857821 balance: 630276.986080
Account #1093278990669429 balance: 1210090.121080
Account #8255171551994747 balance: 3274713.671850
Account #7966380955913694 balance: 2809139.637940
Account #4659001911688512 balance: 819821.854740
Account #3491588839892013 balance: 3839301.558100
Account #9980216556183046 balance: 2283979.024380
Account #7966380955913694 balance: 2805655.697940
Account #9980216556183046 balance: 2283979.024380
Account #2076962079974167 balance: 4075211.883600
Account #3491588839892013 balance: 3834051.838100
Account #8255171551994747 balance: 3287081.551850
Account #9980216556183046 balance: 2287484.514380
Account #6847226299857821 balance: 640898.916080
Account #3491588839892013 balance: 3841174.828100
Account #6847226299857821 balance: 640898.916080
Account #6847226299857821 balance: 640310.866080
Account #9980216556183046 balance: 2290839.234380
Account #8028716243309826 balance: 1635852.196300
Account #3491588839892013 balance: 3842355.878100
Account #8255171551994747 balance: 3287007.801850
Account #7966380955913694 balance: 2803761.587940
Account #4659001911688512 balance: 818824.854740
Account #8028716243309826 balance: 1635852.196300
Account #6847226299857821 balance: 644245.816080
Account #8255171551994747 balance: 3284193.571850
Account #2076962079974167 balance: 4071854.123600
Account #8028716243309826 balance: 1634020.966300
Account #2076962079974167 balance: 4073189.603600
Account #8255171551994747 balance: 3287284.671850
Account #8255171551994747 balance: 3287284.671850
Account #6847226299857821 balance: 645489.136080
Account #9980216556183046 balance: 2291463.574380
Account #6847226299857821 balance: 646138.256080
Account #7966380955913694 balance: 2803451.017940
Account #8028716243309826 balance: 1634020.966300
Account #6847226299857821 balance: 648095.356080
Account #9980216556183046 balance: 2288157.244380
Account #0793710490620664 balance: 4515425.952280
Account #8028716243309826 balance: 1634020.966300
Account #9980216556183046 balance: 2289191.444380
Account #8255171551994747 balance: 3291565.961850
Account #7966380955913694 balance: 2800923.477940
Account #1093278990669429 balance: 1215958.661080
Account #9980216556183046 balance: 2293036.784380
Account #3491588839892013 balance: 3841608.918100
Account #4659001911688512 balance: 814390.424740
Account #4659001911688512 balance: 816421.564740
Account #0793710490620664 balance: 4514644.332280
Account #1093278990669429 balance: 1221389.941080
